Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Learning Specialist,20%,241,1616,0.14913366336633663,Supply Chain & Logistics
Literacy Specialist,20%,227,1520,0.1493421052631579,Law Enforcement
Museum Educator,20%,146,881,0.16572077185017026,Construction
Parent Educator,20%,131,814,0.16093366093366093,Sales & Marketing
Proctor,20%,134,1072,0.125,Hospitality
Provost,20%,149,1200,0.12416666666666666,Communication & PR
Public Health Educator,20%,180,1555,0.1157556270096463,Data & IT
Reading Specialist,20%,175,1596,0.10964912280701754,Administrative & Clerical
Recreation Supervisor,20%,170,1293,0.131477184841454,Leadership & Strategy
School Aide,20%,147,793,0.1853720050441362,Medical & Healthcare
School Principal,20%,214,1200,0.17833333333333334,Supply Chain & Logistics
Student Advisor,20%,251,1448,0.17334254143646408,Law Enforcement
Student Counselor,20%,252,1487,0.1694687289845326,Construction
Study Abroad Advisor,20%,238,1690,0.1408284023668639,Sales & Marketing
University Counselor,20%,208,1545,0.13462783171521037,Hospitality
Film,20%,241,1577,0.15282181357006974,Communication & PR
Floral Designer,20%,221,1748,0.12643020594965676,Data & IT
Florist,20%,213,1704,0.125,Administrative & Clerical
Freelance Artist,20%,245,1780,0.13764044943820225,Leadership & Strategy
Freelance Makeup Artist,20%,207,1293,0.16009280742459397,Medical & Healthcare
Freelance Photographer,20%,299,2044,0.14628180039138944,Supply Chain & Logistics
Interior Design,20%,245,1962,0.12487257900101936,Law Enforcement
Interior Design Consultant,20%,255,1966,0.12970498474059003,Construction
Interior Designer,20%,258,1983,0.13010590015128592,Sales & Marketing
Lighting Designer,20%,257,1951,0.13172731932342388,Hospitality
Party Planner,20%,163,1393,0.11701363962670495,Communication & PR
Photographer,20%,254,2049,0.12396290873596877,Data & IT
Photography,20%,243,1981,0.1226653205451792,Administrative & Clerical
Print Designer,20%,212,1719,0.12332751599767307,Leadership & Strategy
Product Photographer,20%,239,1946,0.12281603288797534,Medical & Healthcare
Program Director,20%,260,1911,0.1360544217687075,Supply Chain & Logistics
Senior Art Director,20%,243,1815,0.13388429752066117,Law Enforcement
Senior Interior Designer,20%,226,1784,0.1266816143497758,Construction
Sports Photographer,20%,187,1412,0.13243626062322947,Sales & Marketing
Studio Photographer,20%,202,1540,0.13116883116883116,Hospitality
Video Production Assistant,20%,236,1651,0.14294367050272563,Communication & PR
Videographer,20%,240,1957,0.12263668880940215,Data & IT
Visual Manager,20%,206,1421,0.14496833216045038,Administrative & Clerical
Certified Diabetes Educator,20%,9,57,0.15789473684210525,Leadership & Strategy
Certified Dietary Manager,20%,7,46,0.15217391304347827,Medical & Healthcare
Certified Medication Aide,20%,7,46,0.15217391304347827,Supply Chain & Logistics
Child Psychiatrist,20%,5,20,0.25,Law Enforcement
Clinical Medical Assistant,20%,7,46,0.15217391304347827,Construction
Clinical Specialist,20%,8,49,0.16326530612244897,Sales & Marketing
Diabetes Educator,20%,9,57,0.15789473684210525,Hospitality
EMT,20%,142,888,0.15990990990990991,Communication & PR
Emergency Department Technician,20%,139,774,0.17958656330749354,Data & IT
Emergency Medical Technician,20%,142,862,0.16473317865429235,Administrative & Clerical
Emergency Room Technician,20%,140,863,0.16222479721900349,Leadership & Strategy
Er Technician,20%,138,866,0.15935334872979215,Medical & Healthcare
Firefighter Paramedic,20%,128,824,0.1553398058252427,Supply Chain & Logistics
Flight Paramedic,20%,137,1052,0.13022813688212928,Law Enforcement
Home Health Aide,20%,60,435,0.13793103448275862,Construction
Hospitality Aide,20%,77,560,0.1375,Sales & Marketing
Medical Examiner,20%,118,821,0.14372716199756394,Hospitality
Medical Liaison,20%,197,1151,0.17115551694178974,Communication & PR
Medical Office Manager,20%,220,1345,0.16356877323420074,Data & IT
Medical Sonographer,20%,149,1260,0.11825396825396825,Administrative & Clerical
Lead Developer,20%,276,1699,0.16244849911712772,Leadership & Strategy
Mobile Application Developer,20%,142,931,0.15252416756176154,Medical & Healthcare
Mobile Developer,20%,141,925,0.15243243243243243,Supply Chain & Logistics
Principal Software Engineer,20%,162,1427,0.11352487736510161,Law Enforcement
Senior Web Developer,20%,273,1673,0.16317991631799164,Construction
Software Architect,20%,258,1530,0.16862745098039217,Sales & Marketing
Software Development Engineer,20%,263,1617,0.16264687693259122,Hospitality
Software Manager,20%,275,1986,0.13846928499496475,Communication & PR
Technical Architect,20%,245,1255,0.1952191235059761,Data & IT
Web Application Developer,20%,191,1435,0.13310104529616726,Administrative & Clerical
Web Developer,20%,193,1406,0.13726884779516357,Leadership & Strategy
Erp Manager,20%,200,1390,0.14388489208633093,Medical & Healthcare
Market Research Manager,20%,444,2978,0.1490933512424446,Supply Chain & Logistics
Research Specialist,20%,333,2357,0.14128128977513787,Law Enforcement
Sustainability Manager,20%,222,1648,0.13470873786407767,Construction
Mainframe Developer,20%,295,1760,0.16761363636363635,Sales & Marketing
Senior Instructional Designer,20%,343,2385,0.14381551362683437,Hospitality
Career Consultant,20%,9,57,0.15789473684210525,Communication & PR
Director Of Human Resources,20%,8,49,0.16326530612244897,Data & IT
Hr Coordinator,20%,301,1972,0.1526369168356998,Administrative & Clerical
Hr Manager,20%,299,1960,0.15255102040816326,Leadership & Strategy
Hris Manager,20%,275,1896,0.145042194092827,Medical & Healthcare
Human Resources Analyst,20%,291,1943,0.14976839938239836,Supply Chain & Logistics
Human Resources Coordinator,20%,308,2003,0.15376934598102845,Law Enforcement
Junior Recruiter,20%,252,1759,0.14326321773735076,Construction
Payroll Assistant,20%,222,1273,0.1743912018853103,Sales & Marketing
Safety Advisor,20%,258,1486,0.17362045760430686,Hospitality
Staff Assistant,20%,303,2266,0.13371579876434245,Communication & PR
Client Relations Manager,20%,9,57,0.15789473684210525,Data & IT
Corporate Counsel,20%,5,20,0.25,Administrative & Clerical
Corporate Lawyer,20%,5,20,0.25,Leadership & Strategy
Court Interpreter,20%,4,14,0.2857142857142857,Medical & Healthcare
Environmental Attorney,20%,165,1186,0.1391231028667791,Supply Chain & Logistics
Estate Planning Attorney,20%,170,1227,0.13854930725346373,Law Enforcement
Hearing Officer,20%,195,1380,0.14130434782608695,Construction
Law Office Assistant,20%,210,1491,0.14084507042253522,Sales & Marketing
Legal Counsel,20%,245,1691,0.14488468361916026,Hospitality
Prosecutor,20%,139,1043,0.1332694151486098,Communication & PR
Public Defender,20%,139,1046,0.13288718929254303,Data & IT
Real Estate Attorney,20%,145,1044,0.1388888888888889,Administrative & Clerical
Tax Attorney,20%,107,656,0.16310975609756098,Leadership & Strategy
Dog Groomer,20%,4,0,inf,Medical & Healthcare
Dog Trainer,20%,5,6,0.8333333333333334,Supply Chain & Logistics
Groomer,20%,58,357,0.16246498599439776,Law Enforcement
Pet Groomer,20%,65,417,0.15587529976019185,Construction
Pet Stylist,20%,65,417,0.15587529976019185,Sales & Marketing
Veterinary Receptionist,20%,168,1401,0.11991434689507495,Hospitality
Community Service Officer,20%,6,20,0.3,Communication & PR
Development Director,20%,10,60,0.16666666666666666,Data & IT
Hospice Social Worker,20%,171,1236,0.1383495145631068,Administrative & Clerical
Outdoor Guide,20%,62,447,0.13870246085011187,Leadership & Strategy
Ski Patrol,20%,46,287,0.1602787456445993,Medical & Healthcare
Health Care Assistant,20%,217,1291,0.1680867544539117,Supply Chain & Logistics
Health Coordinator,20%,241,1457,0.16540837336993822,Law Enforcement
Hospital Social Worker,20%,170,1160,0.14655172413793102,Construction
Medical Assistant Instructor,20%,174,1029,0.16909620991253643,Sales & Marketing
Medical Lab Assistant,20%,185,1476,0.12533875338753386,Hospitality
Medical Staff Coordinator,20%,221,1374,0.16084425036390101,Communication & PR
Medical Support Assistant,20%,217,1363,0.15920763022743947,Data & IT
Nurse Case Manager,20%,218,1353,0.16112342941611235,Administrative & Clerical
Nurse Consultant,20%,206,1252,0.1645367412140575,Leadership & Strategy
Optical Assistant,20%,160,953,0.16789087093389296,Medical & Healthcare
Optometric Technician,20%,169,985,0.1715736040609137,Supply Chain & Logistics
Patient Advocate,20%,206,1173,0.17561807331628304,Law Enforcement
Patient Care Coordinator,20%,229,1400,0.16357142857142856,Construction
Patient Services Coordinator,20%,233,1395,0.16702508960573476,Sales & Marketing
Rn Case Manager,20%,146,791,0.1845764854614412,Hospitality
Case Worker,20%,8,49,0.16326530612244897,Communication & PR
Constable,20%,3,0,inf,Data & IT
Director Of Social Services,20%,9,57,0.15789473684210525,Administrative & Clerical
Group Home Manager,20%,195,1221,0.1597051597051597,Leadership & Strategy
Medical Social Worker,20%,177,1094,0.16179159049360145,Medical & Healthcare
Outreach Specialist,20%,210,1282,0.16380655226209048,Supply Chain & Logistics
Plans Examiner,20%,134,1053,0.12725546058879392,Law Enforcement
Public Works Director,20%,152,1215,0.12510288065843622,Construction
School Social Worker,20%,211,1511,0.13964262078093978,Sales & Marketing
Sheriff,20%,65,361,0.18005540166204986,Hospitality
Social Services Assistant,20%,195,1500,0.13,Communication & PR
Social Worker Assistant,20%,184,1062,0.17325800376647835,Data & IT
Logistics Engineer,20%,255,1787,0.14269725797425853,Administrative & Clerical
Logistics Manager,20%,300,1983,0.15128593040847202,Leadership & Strategy
Procurement Director,20%,229,1627,0.1407498463429625,Medical & Healthcare
Purchasing Director,20%,226,1559,0.14496472097498397,Supply Chain & Logistics
Supply Chain Analyst,20%,293,2097,0.139723414401526,Law Enforcement
Supply Chain Director,20%,253,1766,0.1432616081540204,Construction
Warehouse Manager,20%,205,1472,0.13926630434782608,Sales & Marketing
Diet Clerk,20%,6,46,0.13043478260869565,Hospitality
Exercise Specialist,20%,193,1287,0.14996114996114995,Communication & PR
Fitness Coach,20%,193,1283,0.1504286827747467,Data & IT
Fitness Coordinator,20%,202,1330,0.1518796992481203,Administrative & Clerical
Fitness Specialist,20%,192,1286,0.14930015552099535,Leadership & Strategy
Fitness Trainer,20%,191,1280,0.14921875,Medical & Healthcare
Nutrition Director,20%,149,964,0.1545643153526971,Supply Chain & Logistics
Personal Trainer,20%,92,681,0.13509544787077826,Law Enforcement
Sports Nutritionist,20%,105,692,0.15173410404624277,Construction
Swim Instructor,20%,61,354,0.17231638418079095,Sales & Marketing
Wellness Coach,20%,182,1340,0.13582089552238805,Hospitality
Wellness Director,20%,181,1341,0.13497390007457122,Communication & PR
Communicator,20%,8,49,0.16326530612244897,Data & IT
Copy Editor,20%,5,40,0.125,Administrative & Clerical
Customer Advocate,20%,9,57,0.15789473684210525,Leadership & Strategy
Editor,20%,265,1649,0.16070345664038813,Medical & Healthcare
Editor In Chief,20%,224,1457,0.15374056280027454,Supply Chain & Logistics
Editorial Assistant,20%,257,1599,0.16072545340838024,Law Enforcement
Fact Checker,20%,240,1555,0.15434083601286175,Construction
Freelance Producer,20%,292,1763,0.16562677254679523,Sales & Marketing
Journalism,20%,277,1809,0.1531232725262576,Hospitality
Journalist,20%,280,1803,0.1552967276760954,Communication & PR
Media Analyst,20%,206,1640,0.12560975609756098,Data & IT
Media Specialist,20%,225,1747,0.1287922152261019,Administrative & Clerical
News Director,20%,178,1069,0.166510757717493,Leadership & Strategy
News Editor,20%,201,1364,0.14736070381231672,Medical & Healthcare
News Producer,20%,219,1783,0.12282669657879977,Supply Chain & Logistics
Production Editor,20%,292,2236,0.13059033989266547,Law Enforcement
Publicist,20%,260,2054,0.12658227848101267,Construction
Radio Producer,20%,279,1975,0.14126582278481012,Sales & Marketing
Reporter,20%,410,2673,0.1533857089412645,Hospitality
Research Assistant,20%,404,2608,0.1549079754601227,Communication & PR
Senior Editor,20%,412,2716,0.15169366715758467,Data & IT
Service Writer,20%,350,2494,0.14033680834001605,Administrative & Clerical
Sports Producer,20%,322,2379,0.1353509878100042,Leadership & Strategy
Staff Writer,20%,357,2162,0.16512488436632747,Medical & Healthcare
Studio Manager,20%,362,2587,0.1399304213374565,Supply Chain & Logistics
Talent Coordinator,20%,288,2135,0.13489461358313817,Law Enforcement
Technical Editor,20%,400,2664,0.15015015015015015,Construction
Quality Assurance,20%,217,1858,0.11679224973089343,Sales & Marketing
Quality Assurance Associate,20%,216,1520,0.14210526315789473,Hospitality
Quality Assurance Auditor,20%,212,1514,0.14002642007926025,Communication & PR
Quality Assurance Director,20%,226,1581,0.14294750158127767,Data & IT
Quality Assurance Manager,20%,235,1612,0.14578163771712158,Administrative & Clerical
Quality Auditor,20%,214,1526,0.1402359108781127,Leadership & Strategy
Quality Consultant,20%,224,1839,0.12180532898314302,Medical & Healthcare
Quality Control,20%,213,1801,0.11826762909494726,Supply Chain & Logistics
Quality Control Assistant,20%,206,1452,0.1418732782369146,Law Enforcement
Quality Control Associate,20%,209,1462,0.1429548563611491,Construction
Quality Control Chemist,20%,151,1430,0.1055944055944056,Sales & Marketing
Quality Control Manager,20%,228,1858,0.12271259418729817,Hospitality
Quality Control Supervisor,20%,226,1854,0.12189859762675297,Communication & PR
Quality Coordinator,20%,220,1557,0.14129736673089274,Data & IT
Quality Improvement Specialist,20%,225,1540,0.1461038961038961,Administrative & Clerical
Quality Manager,20%,234,1897,0.12335266209804956,Leadership & Strategy
Quality Specialist,20%,224,1554,0.14414414414414414,Medical & Healthcare
Quality Supervisor,20%,219,1844,0.11876355748373102,Supply Chain & Logistics
Supplier Quality Manager,20%,265,1755,0.150997150997151,Law Enforcement
Test Coordinator,20%,209,1536,0.13606770833333334,Construction
Test Manager,20%,200,1443,0.1386001386001386,Sales & Marketing
Testing Coordinator,20%,201,1414,0.14214992927864215,Hospitality
Configuration Analyst,20%,6,46,0.13043478260869565,Communication & PR
Development Engineer,20%,6,46,0.13043478260869565,Data & IT
Director Of Software Engineering,20%,6,46,0.13043478260869565,Administrative & Clerical
Integration Architect,20%,274,1708,0.16042154566744732,Leadership & Strategy
Java Architect,20%,263,1662,0.1582430806257521,Medical & Healthcare
Line Cook,20%,33,183,0.18032786885245902,Supply Chain & Logistics
Pastry Chef,20%,63,459,0.13725490196078433,Law Enforcement
Pastry Cook,20%,61,454,0.1343612334801762,Construction
Pizza Cook,20%,83,879,0.09442548350398179,Sales & Marketing
Pizza Maker,20%,83,879,0.09442548350398179,Hospitality
Resident Manager,20%,221,1437,0.15379262352122477,Communication & PR
Restaurant Consultant,20%,209,1591,0.13136392206159647,Data & IT
Runner,20%,54,363,0.1487603305785124,Administrative & Clerical
Sandwich Maker,20%,52,358,0.1452513966480447,Leadership & Strategy
Service Worker,20%,81,580,0.1396551724137931,Medical & Healthcare
Short Order Cook,20%,56,825,0.06787878787878789,Supply Chain & Logistics
Spa Attendant,20%,76,468,0.1623931623931624,Law Enforcement
Spa Director,20%,96,539,0.17810760667903525,Construction
Tour Guide,20%,158,1346,0.11738484398216939,Sales & Marketing
Valet Driver,20%,114,1112,0.10251798561151079,Hospitality
Winemaker,20%,102,1030,0.09902912621359224,Communication & PR
Care Provider,20%,6,20,0.3,Data & IT
Direct Care Staff,20%,6,20,0.3,Administrative & Clerical
Elderly Caregiver,20%,144,927,0.1553398058252427,Leadership & Strategy
Embalmer,20%,71,730,0.09726027397260274,Medical & Healthcare
Funeral Assistant,20%,71,654,0.10856269113149847,Supply Chain & Logistics
House Cleaner,20%,36,210,0.17142857142857143,Law Enforcement
Housekeeping,20%,41,262,0.15648854961832062,Construction
Maid,20%,25,154,0.16233766233766234,Sales & Marketing
Personal Care Aide,20%,131,922,0.1420824295010846,Hospitality
Personal Chef,20%,64,475,0.13473684210526315,Communication & PR
Private Chef,20%,90,932,0.09656652360515021,Data & IT
Crossing Guard,20%,2,0,inf,Administrative & Clerical
Facility Security Officer,20%,152,1179,0.1289228159457167,Leadership & Strategy
